seed,goal_converged,agent_types,prior,use_ep,avg_nrg_over_time,ending_energy,num_iters
50,1,"['A', 'A', 'B']","[array([0.19692296, 0.80307704]), array([0.21351749, 0.78648251]), array([0.49342281, 0.50657719])]",True,"[[0.6676120815483781, 0, 0], [0.6678755919194577, 1, 0], [0.6698066235622525, 2, 0], [0.6520580046921659, 0, 1], [0.6538435717708542, 1, 1], [0.660323301264885, 2, 1], [0.640791485787905, 0, 2], [0.6426528365667208, 1, 2], [0.6492898397236765, 2, 2], [0.6267443746868564, 0, 3], [0.6287060218974541, 1, 3], [0.6373793965045044, 2, 3], [0.6099402055612192, 0, 4], [0.6119311345849521, 1, 4], [0.6259555712749676, 2, 4], [0.5966783282041196, 0, 5], [0.5985518092925873, 1, 5], [0.6097853269936996, 2, 5], [0.566451973532746, 0, 6], [0.568510280644912, 1, 6], [0.5995870129188817, 2, 6], [0.5499181484091802, 0, 7], [0.5519166252703823, 1, 7], [0.5877564727855792, 2, 7], [0.5305383475234868, 0, 8], [0.5327735202940191, 1, 8], [0.5729324001553014, 2, 8], [0.5070889576828481, 0, 9], [0.5098950868390856, 1, 9], [0.5546682456887025, 2, 9], [0.4792715026501955, 0, 10], [0.4834069508710347, 1, 10], [0.5325949752863832, 2, 10], [0.4473778349521255, 0, 11], [0.4551978350219541, 1, 11], [0.506877976949481, 2, 11], [0.41351818860973366, 0, 12], [0.4380188960296414, 1, 12], [0.478923559985561, 2, 12], [0.3861124530683231, 0, 13], [0.4242469008106577, 1, 13], [0.45536351418221965, 2, 13], [0.3658465279964147, 0, 14], [0.4041287990146808, 1, 14], [0.43809781850507257, 2, 14], [0.35415376515275, 0, 15], [0.38459261302661824, 1, 15], [0.41891269804198333, 2, 15], [0.35026340766246494, 0, 16], [0.375136427096689, 1, 16], [0.40941007925284106, 2, 16], [0.34649948688739945, 0, 17], [0.3708869302080686, 1, 17], [0.4059885190186143, 2, 17], [0.3439765728444175, 0, 18], [0.3692668969473689, 1, 18], [0.40420862479803377, 2, 18]]","[0.3439765728444175, 0.3692668969473689, 0.40420862479803377]",18
50,1,"['A', 'A', 'B']","[array([0.19661165, 0.80338835]), array([0.22202195, 0.77797805]), array([0.49342281, 0.50657719])]",False,"[[0.6673589560806095, 0, 0], [0.6675290701610581, 1, 0], [0.6698066235622525, 2, 0], [0.6527632100047378, 0, 1], [0.6544413483282627, 1, 1], [0.660323301264885, 2, 1], [0.6412673814357688, 0, 2], [0.6430290221346993, 1, 2], [0.6492898397236765, 2, 2], [0.6272345334471966, 0, 3], [0.6290923050298514, 1, 3], [0.6373793965045044, 2, 3], [0.6097989922738791, 0, 4], [0.6116976906939166, 1, 4], [0.6259555712749676, 2, 4], [0.5914834044460093, 0, 5], [0.5933165347536139, 1, 5], [0.6097853269936996, 2, 5], [0.5690062875492193, 0, 6], [0.5708803304978175, 1, 6], [0.5995870129188817, 2, 6], [0.5520878971006736, 0, 7], [0.5539525970337468, 1, 7], [0.5877564727855792, 2, 7], [0.5326558855541789, 0, 8], [0.534718285602028, 1, 8], [0.5729324001553014, 2, 8], [0.5091351727741049, 0, 9], [0.5117115367747725, 1, 9], [0.5546682456887025, 2, 9], [0.4812109117526447, 0, 10], [0.4850114385638308, 1, 10], [0.5325949752863832, 2, 10], [0.44916807254996993, 0, 11], [0.45640284153004085, 1, 11], [0.506877976949481, 2, 11], [0.41511534749881657, 0, 12], [0.4403642259843835, 1, 12], [0.478923559985561, 2, 12], [0.38748479096550287, 0, 13], [0.42803178199366765, 1, 13], [0.45536351418221965, 2, 13], [0.366960032226581, 0, 14], [0.40857508209128596, 1, 14], [0.43809781850507257, 2, 14], [0.35488571631924054, 0, 15], [0.38815116876864464, 1, 15], [0.41891269804198333, 2, 15], [0.35038689513373217, 0, 16], [0.3776210016748835, 1, 16], [0.40941007925284106, 2, 16], [0.3469588789537042, 0, 17], [0.37331283531351755, 1, 17], [0.4059885190186143, 2, 17], [0.34408932207037446, 0, 18], [0.37023982166927, 1, 18], [0.40420862479803377, 2, 18]]","[0.34408932207037446, 0.37023982166927, 0.40420862479803377]",18
51,1,"['A', 'A', 'B']","[array([0.20973363, 0.79026637]), array([0.19900377, 0.80099623]), array([0.48420929, 0.51579071])]",True,"[[0.6916770553557929, 0, 0], [0.6883975691354324, 1, 0], [0.6918442820035783, 2, 0], [0.6859738807356422, 0, 1], [0.679171713758994, 1, 1], [0.6877869177158726, 2, 1], [0.6767936390758611, 0, 2], [0.6668909107631362, 1, 2], [0.6799777910662712, 2, 2], [0.6613718613474076, 0, 3], [0.6488593661692422, 1, 3], [0.6668061224121369, 2, 3], [0.6397459544286008, 0, 4], [0.6248797532786721, 1, 4], [0.6472414953520518, 2, 4], [0.6103120577209694, 0, 5], [0.5956712986311311, 1, 5], [0.6216319918324628, 2, 5], [0.5737298439657392, 0, 6], [0.5620691204404106, 1, 6], [0.5932316116605754, 2, 6], [0.5363845350505382, 0, 7], [0.531845634878487, 1, 7], [0.5632632768900868, 2, 7], [0.4993951287193292, 0, 8], [0.4954608190693208, 1, 8], [0.5428090964075847, 2, 8], [0.4676118362009079, 0, 9], [0.46820996422833466, 1, 9], [0.516860453257614, 2, 9], [0.4355411573776485, 0, 10], [0.4600379191558305, 1, 10], [0.49008944452804887, 2, 10], [0.42001310023957955, 0, 11], [0.44965196098915944, 1, 11], [0.4791694137882286, 2, 11], [0.40343330203222805, 0, 12], [0.43882417919325134, 1, 12], [0.4669690064348557, 2, 12], [0.38572571051390886, 0, 13], [0.42446788761405124, 1, 13], [0.453772050881613, 2, 13], [0.36623571100696223, 0, 14], [0.4079651319751587, 1, 14], [0.43849765969832427, 2, 14], [0.34654882035080986, 0, 15], [0.38944130555303036, 1, 15], [0.42135909544051636, 2, 15], [0.3455153904011761, 0, 16], [0.3715449326993669, 1, 16], [0.4040465219817612, 2, 16], [0.3424477364670313, 0, 17], [0.3697388725740412, 1, 17], [0.4027833515647501, 2, 17], [0.3441070347733046, 0, 18], [0.3639839352845028, 1, 18], [0.3988009991108582, 2, 18], [0.3532563431313646, 0, 19], [0.35315993728977446, 1, 19], [0.3979441516098136, 2, 19]]","[0.3532563431313646, 0.35315993728977446, 0.3979441516098136]",19
51,1,"['A', 'A', 'B']","[array([0.20940027, 0.79059973]), array([0.20009565, 0.79990435]), array([0.48420929, 0.51579071])]",False,"[[0.691723508224088, 0, 0], [0.6880201744727554, 1, 0], [0.6918442820035783, 2, 0], [0.6867931002326331, 0, 1], [0.6794763041065834, 1, 1], [0.6877869177158726, 2, 1], [0.6781234616808334, 0, 2], [0.6673270642777975, 1, 2], [0.6799777910662712, 2, 2], [0.6632489006781048, 0, 3], [0.6494272915324097, 1, 3], [0.6668061224121369, 2, 3], [0.6420209304959344, 0, 4], [0.6256119635590246, 1, 4], [0.6472414953520518, 2, 4], [0.6127941116273969, 0, 5], [0.5965932429323509, 1, 5], [0.6216319918324628, 2, 5], [0.5759511028928536, 0, 6], [0.5630523942698068, 1, 6], [0.5932316116605754, 2, 6], [0.5369955884857756, 0, 7], [0.5319686495978885, 1, 7], [0.5632632768900868, 2, 7], [0.5013737836900675, 0, 8], [0.49743903872684264, 1, 8], [0.5428090964075847, 2, 8], [0.469606756165487, 0, 9], [0.4702469335736282, 1, 9], [0.516860453257614, 2, 9], [0.43749153517251216, 0, 10], [0.4620685281641341, 1, 10], [0.49008944452804887, 2, 10], [0.421908191278664, 0, 11], [0.4516964445471238, 1, 11], [0.4791694137882286, 2, 11], [0.4052596136011277, 0, 12], [0.44094116002116895, 1, 12], [0.4669690064348557, 2, 12], [0.3874643357410155, 0, 13], [0.426591856864694, 1, 13], [0.453772050881613, 2, 13], [0.36785899540965183, 0, 14], [0.41007290385937206, 1, 14], [0.43849765969832427, 2, 14], [0.3480081126889138, 0, 15], [0.3915015918989903, 1, 15], [0.42135909544051636, 2, 15], [0.34646414705660855, 0, 16], [0.37352179843272065, 1, 16], [0.4040465219817612, 2, 16], [0.34356964399868584, 0, 17], [0.37161957350293534, 1, 17], [0.4027833515647501, 2, 17], [0.34495872836097374, 0, 18], [0.36569006165610357, 1, 18], [0.3988009991108582, 2, 18], [0.35316149415952564, 0, 19], [0.35455979515993685, 1, 19], [0.3979441516098136, 2, 19]]","[0.35316149415952564, 0.35455979515993685, 0.3979441516098136]",19
52,1,"['A', 'A', 'B']","[array([0.21643498, 0.78356502]), array([0.20153718, 0.79846282]), array([0.48033468, 0.51966532])]",True,"[[0.6895428573214981, 0, 0], [0.6910003727545347, 1, 0], [0.6916256072211688, 2, 0], [0.6855989254645615, 0, 1], [0.6878034407568967, 1, 1], [0.6894254098841046, 2, 1], [0.6805785109907612, 0, 2], [0.6833657154472755, 1, 2], [0.6861291742294156, 2, 2], [0.673456186795495, 0, 3], [0.6767484436700291, 1, 3], [0.6809483093542994, 2, 3], [0.6636015146057983, 0, 4], [0.6671944611757363, 1, 4], [0.6732375465748898, 2, 4], [0.6505975118850589, 0, 5], [0.6541082200791382, 1, 5], [0.6623934529286415, 2, 5], [0.6342683172541582, 0, 6], [0.6371212101442262, 1, 6], [0.6480142013405055, 2, 6], [0.6148992700781512, 0, 7], [0.6158636154746105, 1, 7], [0.6301654059296286, 2, 7], [0.590850834540842, 0, 8], [0.5914308607424824, 1, 8], [0.6072515940444391, 2, 8], [0.5624003483021262, 0, 9], [0.5614250492766971, 1, 9], [0.5906490546753752, 2, 9], [0.5402937722299935, 0, 10], [0.539630971648301, 1, 10], [0.572587801855968, 2, 10], [0.51573527902692, 0, 11], [0.5148820718718254, 1, 11], [0.5525890324858979, 2, 11], [0.4867628245442367, 0, 12], [0.48529109634018497, 1, 12], [0.5285530429111964, 2, 12], [0.46516070626869876, 0, 13], [0.4509523042137492, 1, 13], [0.5003675897599318, 2, 13], [0.45082208326338846, 0, 14], [0.4240683122755453, 1, 14], [0.47913624923319287, 2, 14], [0.43423405468452203, 0, 15], [0.4036028400809998, 1, 15], [0.4648303206996162, 2, 15], [0.41708644964898917, 0, 16], [0.3828731601211561, 1, 16], [0.4486167520159623, 2, 16], [0.39890965023219016, 0, 17], [0.3618079122115552, 1, 17], [0.43071000745082294, 2, 17], [0.38303383123444507, 0, 18], [0.3476497881264055, 1, 18], [0.41271586591934695, 2, 18], [0.37181832294065537, 0, 19], [0.3511633443366593, 1, 19], [0.4045350866844993, 2, 19], [0.36777762636784733, 0, 20], [0.3515874987348952, 1, 20], [0.4012565452082528, 2, 20], [0.36645641712007315, 0, 21], [0.3544133108030125, 1, 21], [0.40015094816745056, 2, 21]]","[0.36645641712007315, 0.3544133108030125, 0.40015094816745056]",21
52,1,"['A', 'A', 'B']","[array([0.21640614, 0.78359386]), array([0.2015768, 0.7984232]), array([0.48033468, 0.51966532])]",False,"[[0.6892837263531448, 0, 0], [0.6908524839921248, 1, 0], [0.6916256072211688, 2, 0], [0.6855197554822947, 0, 1], [0.6878158592018112, 1, 1], [0.6894254098841046, 2, 1], [0.6805396556039683, 0, 2], [0.6834538886805441, 1, 2], [0.6861291742294156, 2, 2], [0.6733932155999961, 0, 3], [0.6768659326161922, 1, 3], [0.6809483093542994, 2, 3], [0.6635005436090764, 0, 4], [0.6673364531079456, 1, 4], [0.6732375465748898, 2, 4], [0.6504370773418592, 0, 5], [0.6542528629996474, 1, 5], [0.6623934529286415, 2, 5], [0.6340016286836443, 0, 6], [0.6371987184072683, 1, 6], [0.6480142013405055, 2, 6], [0.614384784097163, 0, 7], [0.6156695445228948, 1, 7], [0.6301654059296286, 2, 7], [0.5908759542003246, 0, 8], [0.5915656916503672, 1, 8], [0.6072515940444391, 2, 8], [0.5630066744539437, 0, 9], [0.5620811788972834, 1, 9], [0.5906490546753752, 2, 9], [0.5403177115939023, 0, 10], [0.539646199014523, 1, 10], [0.572587801855968, 2, 10], [0.5156144421572907, 0, 11], [0.5147597598618975, 1, 11], [0.5525890324858979, 2, 11], [0.486588967140204, 0, 12], [0.4851179390416151, 1, 12], [0.5285530429111964, 2, 12], [0.4648845762287785, 0, 13], [0.45067837104275477, 1, 13], [0.5003675897599318, 2, 13], [0.45018533830728247, 0, 14], [0.42343677265955537, 1, 14], [0.47913624923319287, 2, 14], [0.43423423740604855, 0, 15], [0.4036224637103414, 1, 15], [0.4648303206996162, 2, 15], [0.41711179333527987, 0, 16], [0.38290414270322143, 1, 16], [0.4486167520159623, 2, 16], [0.3989258784227867, 0, 17], [0.36183242219694794, 1, 17], [0.43071000745082294, 2, 17], [0.3830247145064525, 0, 18], [0.34765375709489654, 1, 18], [0.41271586591934695, 2, 18], [0.3718042435588304, 0, 19], [0.3512088521514335, 1, 19], [0.4045350866844993, 2, 19], [0.36775760139414987, 0, 20], [0.35163477907975926, 1, 20], [0.4012565452082528, 2, 20], [0.3664292159950391, 0, 21], [0.3544639821886239, 1, 21], [0.40015094816745056, 2, 21]]","[0.3664292159950391, 0.3544639821886239, 0.40015094816745056]",21
53,1,"['A', 'A', 'B']","[array([0.20099085, 0.79900915]), array([0.20192491, 0.79807509]), array([0.47724759, 0.52275241])]",True,"[[0.6172963215420021, 0, 0], [0.6243695385622299, 1, 0], [0.6147973316772036, 2, 0], [0.5823775053180704, 0, 1], [0.589413131398119, 1, 1], [0.5891216868073786, 2, 1], [0.5473082899767956, 0, 2], [0.5582903399101312, 1, 2], [0.558171160676128, 2, 2], [0.5033921960495291, 0, 3], [0.5163631330247873, 1, 3], [0.5217644930685912, 2, 3], [0.4572373639611551, 0, 4], [0.47958095196083667, 1, 4], [0.47933307226297805, 2, 4], [0.4146486921459538, 0, 5], [0.44364847496740784, 1, 5], [0.44044209887264, 2, 5], [0.37617971589981314, 0, 6], [0.4066190234107264, 1, 6], [0.42447497213544605, 2, 6], [0.36648191565228033, 0, 7], [0.38660027978593836, 1, 7], [0.40486818731128954, 2, 7], [0.37159624248847467, 0, 8], [0.37579966496784556, 1, 8], [0.3878055817246629, 2, 8], [0.3702043727598607, 0, 9], [0.37310351714924817, 1, 9], [0.38603095628695094, 2, 9], [0.3730980499342778, 0, 10], [0.3715069408668101, 1, 10], [0.3805536148470192, 2, 10], [0.3681781655921874, 0, 11], [0.3667686688754011, 1, 11], [0.38211977640873107, 2, 11]]","[0.3681781655921874, 0.3667686688754011, 0.38211977640873107]",11
53,1,"['A', 'A', 'B']","[array([0.2166832, 0.7833168]), array([0.21768458, 0.78231542]), array([0.47724759, 0.52275241])]",False,"[[0.6243438533307132, 0, 0], [0.634815718373806, 1, 0], [0.6147973316772036, 2, 0], [0.589928372588947, 0, 1], [0.6029243378996914, 1, 1], [0.5891216868073786, 2, 1], [0.5521635860964682, 0, 2], [0.5723188716712855, 1, 2], [0.558171160676128, 2, 2], [0.5107219216174783, 0, 3], [0.5346230062895694, 1, 3], [0.5217644930685912, 2, 3], [0.46481581744132855, 0, 4], [0.49997353583140525, 1, 4], [0.47933307226297805, 2, 4], [0.4221338723725985, 0, 5], [0.4652856564435764, 1, 5], [0.44044209887264, 2, 5], [0.3832540403142662, 0, 6], [0.42734982894672646, 1, 6], [0.42447497213544605, 2, 6], [0.37615047105718935, 0, 7], [0.4071513992468837, 1, 7], [0.40486818731128954, 2, 7], [0.39045169167374816, 0, 8], [0.39573470003277694, 1, 8], [0.3878055817246629, 2, 8], [0.38888551114270414, 0, 9], [0.39238996875250826, 1, 9], [0.38603095628695094, 2, 9], [0.39116563274366983, 0, 10], [0.3894924081360206, 1, 10], [0.3805536148470192, 2, 10], [0.38828386970037293, 0, 11], [0.386801656062133, 1, 11], [0.38211977640873107, 2, 11]]","[0.38828386970037293, 0.386801656062133, 0.38211977640873107]",11
54,1,"['A', 'A', 'B']","[array([0.194247, 0.805753]), array([0.21267294, 0.78732706]), array([0.48845269, 0.51154731])]",True,"[[0.6288666304812447, 0, 0], [0.6296260732647823, 1, 0], [0.6376526361915668, 2, 0], [0.6120796610909534, 0, 1], [0.614670274631432, 1, 1], [0.6319237443842692, 2, 1], [0.6050452480818644, 0, 2], [0.6082577605108177, 1, 2], [0.6265909371391479, 2, 2], [0.5971028194483611, 0, 3], [0.6010294783154303, 1, 3], [0.6204548328521561, 2, 3], [0.5880065772786633, 0, 4], [0.592818575710377, 1, 4], [0.6132803803498955, 2, 4], [0.5778301244106143, 0, 5], [0.5837671785664692, 1, 5], [0.6050732091305163, 2, 5], [0.5667966184840317, 0, 6], [0.5741468600218074, 1, 6], [0.5958211394542432, 2, 6], [0.5562174435612328, 0, 7], [0.5600033501772166, 1, 7], [0.5831955411098805, 2, 7], [0.5371032003234159, 0, 8], [0.54274398427767, 1, 8], [0.5707818505770422, 2, 8], [0.5219446015882323, 0, 9], [0.527156273185279, 1, 9], [0.5579776584841121, 2, 9], [0.5041755608259756, 0, 10], [0.5105044029674196, 1, 10], [0.5429987270493892, 2, 10], [0.4819370293617839, 0, 11], [0.489277332389078, 1, 11], [0.5261842572775148, 2, 11], [0.4572331030121316, 0, 12], [0.47458818528829916, 1, 12], [0.5065867514180661, 2, 12], [0.4378938309900347, 0, 13], [0.4655290253035151, 1, 13], [0.49245577399165036, 2, 13], [0.4232501465479288, 0, 14], [0.4543760396809262, 1, 14], [0.4824608717572346, 2, 14], [0.40715870754195643, 0, 15], [0.4427120555603888, 1, 15], [0.47079586029674975, 2, 15], [0.3899690762750314, 0, 16], [0.4280387415634733, 1, 16], [0.45532611532315515, 2, 16], [0.3673116409790583, 0, 17], [0.4106520583405189, 1, 17], [0.4407494513869359, 2, 17], [0.3468812831195056, 0, 18], [0.39089471614293564, 1, 18], [0.4223729450004968, 2, 18], [0.3410045930910905, 0, 19], [0.37268087402007966, 1, 19], [0.40567806728772854, 2, 19], [0.3414005693829928, 0, 20], [0.3682177553957909, 1, 20], [0.40314140269665943, 2, 20], [0.3405735838213341, 0, 21], [0.3651109340673692, 1, 21], [0.40049215396764637, 2, 21], [0.34130454165883706, 0, 22], [0.36551524434454036, 1, 22], [0.3978437495071245, 2, 22]]","[0.34130454165883706, 0.36551524434454036, 0.3978437495071245]",22
54,1,"['A', 'A', 'B']","[array([0.19358056, 0.80641944]), array([0.21881791, 0.78118209]), array([0.48845269, 0.51154731])]",False,"[[0.6278319670336993, 0, 0], [0.6297703194341213, 1, 0], [0.6376526361915668, 2, 0], [0.6130517523571448, 0, 1], [0.616773302232641, 1, 1], [0.6319237443842692, 2, 1], [0.6056803773784749, 0, 2], [0.6099696256102377, 1, 2], [0.6265909371391479, 2, 2], [0.5977605770029728, 0, 3], [0.6027749837650828, 1, 3], [0.6204548328521561, 2, 3], [0.5886910297844393, 0, 4], [0.594616087473052, 1, 4], [0.6132803803498955, 2, 4], [0.5785441566114693, 0, 5], [0.5856261380313884, 1, 5], [0.6050732091305163, 2, 5], [0.5675425663738086, 0, 6], [0.5761406262172867, 1, 6], [0.5958211394542432, 2, 6], [0.5556201293811068, 0, 7], [0.5621938523144798, 1, 7], [0.5831955411098805, 2, 7], [0.5381969537737936, 0, 8], [0.5462215174699326, 1, 8], [0.5707818505770422, 2, 8], [0.5229334106211174, 0, 9], [0.5302392031368479, 1, 9], [0.5579776584841121, 2, 9], [0.5050276845177734, 0, 10], [0.5130440701558395, 1, 10], [0.5429987270493892, 2, 10], [0.4831909393591219, 0, 11], [0.49223276015628753, 1, 11], [0.5261842572775148, 2, 11], [0.4583885213563819, 0, 12], [0.4773950787459948, 1, 12], [0.5065867514180661, 2, 12], [0.43891392724790707, 0, 13], [0.46771167497042176, 1, 13], [0.49245577399165036, 2, 13], [0.4241038029536448, 0, 14], [0.45628180978077726, 1, 14], [0.4824608717572346, 2, 14], [0.4078033618722561, 0, 15], [0.44455907783420384, 1, 15], [0.47079586029674975, 2, 15], [0.39062965049531456, 0, 16], [0.429832733011434, 1, 16], [0.45532611532315515, 2, 16], [0.36903904231483564, 0, 17], [0.41216764836255737, 1, 17], [0.4407494513869359, 2, 17], [0.3484422514072924, 0, 18], [0.3932818811516845, 1, 18], [0.4223729450004968, 2, 18], [0.34196436008699865, 0, 19], [0.3749012311795617, 1, 19], [0.40567806728772854, 2, 19], [0.3424186702154299, 0, 20], [0.37022490235942335, 1, 20], [0.40314140269665943, 2, 20], [0.34102685748657535, 0, 21], [0.36976860180225424, 1, 21], [0.40049215396764637, 2, 21], [0.34043267707226244, 0, 22], [0.3696302100899292, 1, 22], [0.3978437495071245, 2, 22]]","[0.34043267707226244, 0.3696302100899292, 0.3978437495071245]",22
55,1,"['A', 'A', 'B']","[array([0.19182631, 0.80817369]), array([0.19384151, 0.80615849]), array([0.4749241, 0.5250759])]",True,"[[0.6180323368835355, 0, 0], [0.6333322154854677, 1, 0], [0.6300020614931382, 2, 0], [0.5904061505855859, 0, 1], [0.605721851606338, 1, 1], [0.6083581978216257, 2, 1], [0.5606028852399255, 0, 2], [0.5793992032438329, 1, 2], [0.5813117003338681, 2, 2], [0.5275933203276715, 0, 3], [0.5431113490951299, 1, 3], [0.5522029806696951, 2, 3], [0.5048975395110221, 0, 4], [0.5214931351927466, 1, 4], [0.5218320069383199, 2, 4], [0.4712060415007075, 0, 5], [0.5086947165089345, 1, 5], [0.5056952694111394, 2, 5], [0.462852210309042, 0, 6], [0.48940208659590984, 1, 6], [0.4876635760632103, 2, 6], [0.4541465405878303, 0, 7], [0.48172143127165923, 1, 7], [0.4776588337307162, 2, 7], [0.44337833158868933, 0, 8], [0.471545793975811, 1, 8], [0.46911743302956593, 2, 8], [0.43435333521709646, 0, 9], [0.4628364887028159, 1, 9], [0.4590546891702407, 2, 9], [0.42391919915104154, 0, 10], [0.45250237139492444, 1, 10], [0.44730667976042704, 2, 10], [0.41171078416718115, 0, 11], [0.440319727693219, 1, 11], [0.43376092362189544, 2, 11], [0.3975982905533255, 0, 12], [0.42612342500085676, 1, 12], [0.41840052133969324, 2, 12], [0.3815578898259288, 0, 13], [0.40983324427805934, 1, 13], [0.40139587206332666, 2, 13], [0.36381639533298765, 0, 14], [0.3915419817341812, 1, 14], [0.38360521629634264, 2, 14], [0.3458900011420721, 0, 15], [0.37195746429567933, 1, 15], [0.37800584736804466, 2, 15], [0.3427221902112184, 0, 16], [0.36493247927656014, 1, 16], [0.3754930183206139, 2, 16], [0.3329166962157928, 0, 17], [0.35687513595711373, 1, 17], [0.38201777881415944, 2, 17], [0.33262189766533534, 0, 18], [0.35708204366249136, 1, 18], [0.38277047608528353, 2, 18]]","[0.33262189766533534, 0.35708204366249136, 0.38277047608528353]",18
55,1,"['A', 'A', 'B']","[array([0.19780876, 0.80219124]), array([0.21003115, 0.78996885]), array([0.4749241, 0.5250759])]",False,"[[0.625521224726529, 0, 0], [0.6400771915720923, 1, 0], [0.6300020614931382, 2, 0], [0.6002206766572636, 0, 1], [0.6150497508643368, 1, 1], [0.6083581978216257, 2, 1], [0.571810452857412, 0, 2], [0.5901512896151713, 1, 2], [0.5813117003338681, 2, 2], [0.5399348901961181, 0, 3], [0.5552563740447748, 1, 3], [0.5522029806696951, 2, 3], [0.5179095515529633, 0, 4], [0.5343129745196459, 1, 4], [0.5218320069383199, 2, 4], [0.484282764175778, 0, 5], [0.521860529677979, 1, 5], [0.5056952694111394, 2, 5], [0.4759725726606069, 0, 6], [0.5027863737087844, 1, 6], [0.4876635760632103, 2, 6], [0.46710660610360133, 0, 7], [0.4950004583240198, 1, 7], [0.4776588337307162, 2, 7], [0.4587405685231828, 0, 8], [0.48733069788440386, 1, 8], [0.46911743302956593, 2, 8], [0.45070637036188527, 0, 9], [0.4797106562798749, 1, 9], [0.4590546891702407, 2, 9], [0.4411893838780637, 0, 10], [0.4704339340457668, 1, 10], [0.44730667976042704, 2, 10], [0.4298484890420739, 0, 11], [0.4593045025044826, 1, 11], [0.43376092362189544, 2, 11], [0.4164797328631964, 0, 12], [0.44610524566548454, 1, 12], [0.41840052133969324, 2, 12], [0.40093196545803095, 0, 13], [0.43067953193476727, 1, 13], [0.40139587206332666, 2, 13], [0.3831320442040718, 0, 14], [0.41298708474445406, 1, 14], [0.38360521629634264, 2, 14], [0.3630279597466761, 0, 15], [0.39325725598882655, 1, 15], [0.37800584736804466, 2, 15], [0.35143180424974446, 0, 16], [0.3848052571530749, 1, 16], [0.3754930183206139, 2, 16], [0.3411381272236575, 0, 17], [0.378521633325046, 1, 17], [0.38201777881415944, 2, 17], [0.34035650718920557, 0, 18], [0.378324353087538, 1, 18], [0.38277047608528353, 2, 18]]","[0.34035650718920557, 0.378324353087538, 0.38277047608528353]",18
56,1,"['A', 'A', 'B']","[array([0.20799179, 0.79200821]), array([0.2187994, 0.7812006]), array([0.48441716, 0.51558284])]",True,"[[0.680887211096073, 0, 0], [0.674241738404657, 1, 0], [0.6825267362499959, 2, 0], [0.6690598549006875, 0, 1], [0.6599405625182228, 1, 1], [0.6734985883706817, 2, 1], [0.654701164087596, 0, 2], [0.6444583396496506, 1, 2], [0.6614951755619456, 2, 2], [0.6359837899752364, 0, 3], [0.6262125652941023, 1, 3], [0.6458259640265095, 2, 3], [0.6116247877192884, 0, 4], [0.6054294146498785, 1, 4], [0.6265154350640318, 2, 4], [0.5817279789929062, 0, 5], [0.582237121703446, 1, 5], [0.6029218261422358, 2, 5], [0.5477780555017164, 0, 6], [0.5503761800099843, 1, 6], [0.5762872244729083, 2, 6], [0.5110265967585998, 0, 7], [0.5163795900804203, 1, 7], [0.5527381332629011, 2, 7], [0.4813404490200533, 0, 8], [0.48779652233063114, 1, 8], [0.5281544961330666, 2, 8], [0.4463483450947731, 0, 9], [0.4558401418558855, 1, 9], [0.49915671690127583, 2, 9], [0.407755606302222, 0, 10], [0.44223798146210036, 1, 10], [0.467687710097463, 2, 10], [0.3870033708978162, 0, 11], [0.426480951991029, 1, 11], [0.45137859053094637, 2, 11], [0.36613660902435463, 0, 12], [0.409876004233599, 1, 12], [0.4347065008215978, 2, 12], [0.35344753842241755, 0, 13], [0.3925542889961031, 1, 13], [0.41832748853769225, 2, 13], [0.35807594466924525, 0, 14], [0.381794235811412, 1, 14], [0.40988618703093466, 2, 14], [0.3592519568700895, 0, 15], [0.37813778573767953, 1, 15], [0.40671370922625283, 2, 15], [0.3628092749537261, 0, 16], [0.3775533209800537, 1, 16], [0.40584367513916314, 2, 16]]","[0.3628092749537261, 0.3775533209800537, 0.40584367513916314]",16
